id,name,city,address_1,address_2,lat,lon
23673071,"501 2nd Street","San Francisco","Suite 310",,0,0
23674686,"Trifacta","San Francisco","575 Market St, 11th floor",,37.789551,-122.40036
23676257,"Segment Office","San Francisco","101 15th St.",,37.76715,-122.40186
23676257,"Segment Office","San Francisco","101 15th St.",,37.767376,-122.402008
23678035,"Microsoft Corp","San Francisco","555 California St",,37.792797,-122.403572
23678375,"New Relic","San Francisco","188 Spear St # 1200",,37.791492,-122.392761
23679490,"GSVlabs","Redwood City","425 Broadway",,37.484253,-122.203484
23680559,"General Assembly","San Francisco","225 Bush St, 5th Floor",,37.79084,-122.401161
23681441,"San Francisco Chronicle (Intersection for the Arts Auditorium)","San Francisco","925 Mission St #109  ",,37.78233,-122.406921
23681483,"Groupon","San Francisco","225 Bush St., 13th floor",,37.79084,-122.401161
23691066,"Lumosity HQ","San Francisco","140 New Montgomery Street Floor 19",,37.786854,-122.399857
23694469,"Berkeley Institute for Data Science","Berkeley","190 Doe Library, UC Berkeley",,37.869881,-122.270538
23696210,"if(we)","San Francisco","848 Battery Street",,37.799065,-122.40107
23698381,"General Assembly","San Francisco","225 Bush Street",,37.79084,-122.401161
23704138,"Hearsay Social","San Francisco","185 Berry St Ste 3800",,37.77663,-122.39225
23705540,"NEW Prezi Office","San Francisco","633 Folsom St",,37.783627,-122.397697
23717533,"GLASSDOOR Inc","Mill Valley","100a Shoreline Hwy",,37.879829,-122.515518
23721473,"Please RSVP and Take Survey to be Paired","San Francisco","(Pairs are sent out Thursday nights)",,37.777119,-122.41964
23732695,"The Yard at Mission Rock","San Francisco","3rd Street and Terry Francois (just across from AT&T ballpark)",,37.776291,-122.390022
23735128,"1920C","San Francisco","950 Grant Avenue",,37.795609,-122.406487
23735524,"NativeX","San Francisco","875 Howard St, Suite 310",,37.78196,-122.404282
23746681,"Heavybit","San Francisco","333 9th St",,37.773483,-122.411247
23750757,"Riscure","San Francisco","550 Kearny Street",,37.793156,-122.404427
23752270,"Google Hq","Mountain View","Amphitheatre Pkwy 1600",,37.422783,-122.085098
23753334,"Segment HQ","San Francisco","101 15th St.",,37.767376,-122.402008
23755293,"Pivotal Labs","San Francisco","875 Howard St.",,37.78196,-122.404282
23757005,"Impact Hub Oakland","Oakland","2323 Broadway St.",,37.794178,-122.435364
23757374,"Mitchell Park Community Center","Palo Alto","3700 Middlefield Rd",,37.423439,-122.113525
23758703,"Airbnb","San Francisco","888 Brannan",,37.77158,-122.405151
23759145,"San Francisco Women's Building","San Francisco","3543 18th St (between Valencia & Guerrero)",,37.761608,-122.422569
23760184,"Twilio","Mountain View","399 W. El Camino Real",,37.383385,-122.079926
23763460,"Capital One 360 Café","San Francisco","101 Post St",,37.788719,-122.403915
23768867,"Pantheon","San Francisco","717 California Street",,37.79221,-122.406143
23773426,"Walnut Creek Library","Walnut Creek","1644 N Broadway",,37.900845,-122.060371
23777681,"Starbucks","San Francisco","2727 Mariposa St",,37.762955,-122.410591
23783124,"BlazeMeter HQ","Mountain View","Unit A, 785 Castro Street, 94041",,0,0
23785502,"Geekdom SF @ Rackspace","San Francisco","620 Folsom St",,37.78527,-122.39758
23785616,"Bespoke","San Francisco","865 Market St evel 4",,37.783947,-122.407158
23787377,"Opal Nightclub","Mountain View","251 Castro St",,37.393276,-122.079292
23797945,"CA Technologies","Santa Clara, CA  95054","3965 Freedom Circle",,0,0
23800195,"The Maple Tree Inn","Sunnyvale","711 E El Camino Real",,37.359844,-122.021576
23802515,"Embassy Suites","Santa Clara","2885 Lakeside Drive",,37.383877,-121.97876
23805086,"Red Oak Realty Montclair","Oakland","6450 Moraga Ave",,0,0
23811023,"Microsoft","San Francisco","The exact address will be communicated to confirmed attendees",,0,0
23812217,"Zillow Group San Francisco","San Francisco","535 Mission St, Floor 7",,37.789047,-122.398407
23812545,"General Assembly","San Francisco","225 Bush St.",,37.790836,-122.401161
23813285,"Hotel Whitcomb","San Francisco","1231 Market St",,37.778194,-122.415138
23815839,"Galvanize","San Francisco","4 4 Tehama Street ",,37.777119,-122.41964
23820882,"IBM Innovation Center, Silicon Valley","Foster City","1001 E. Hillsdale, Fourth Floor ",,37.559834,-122.271484
23823374,"Cuckoo's Nest","Menlo Park","68 Willow Road",,37.452755,-122.16626
23828981,"Block 71 ","San Francisco","599 2nd Street",,37.782265,-122.392143
23833319,"Tokbox","San Francisco","501 2nd Street",,37.783173,-122.392899
23835081,"Bently Reserve","San Francisco","301 Battery St",,37.794312,-122.400192
23840848,"Gravity4, Inc.","San Francisco","One Market Street, Steuart Tower, 27th Floor",,0,0
23842443,"PagerDuty","San Francisco","501 2nd Street, Suite 100 (enter through black gate on 2nd St.)",,37.783173,-122.392899
23847006,"MapR ","San Jose","350 Holger Way",,37.418468,-121.944702
23853466,"OpenDNS","San Francisco","135 Bluxome St",,37.77533,-122.398811
23854396,"Bloomberg","San Francisco","140 New Montgomery 22 Floor",,37.786613,-122.400002
23857611,"The Chapel","San Francisco","777 Valencia St",,37.760548,-122.421387
23858343,"San Francisco Palace of Fine Arts, Innovation Hangar, 3301 Lyon Street, San Francisco, CA 94123","San Francisco","3301 Lyon Street,",,37.801414,-122.447876
23858616,"San Jose Convention Center","San Jose","150 San Carlos Street",,37.33034,-121.88912
23859236,"RingCentral HQ","Belmont","20 Davis Ave ",,37.51062,-122.307037
23862112,"Macy's","San Francisco","680 Folsom Street",,37.784245,-122.398453
23866315,"GalvanizeU","San Francisco","44 Tehama St 1st Floor",,37.787334,-122.396469
23868588,"Pier 70 ","san francisco","8 22nd street",,37.75708,-122.403053
23870596,"David E. Glover Education and Technology Center","Oakland","6948 Foothill Boulevard",,37.769711,-122.174599
23870641,"The Payne Mansion","San Francisco","1409 Sutter Street, San Francisco, CA ",,0,0
23872902,"WeWork ","San Francisco","156 2nd Street",,37.787098,-122.399101
23878535,"Demandforce HQ","San Francisco","22 Fourth St., 12th Fl",,37.784988,-122.405678
23881916,"if(we)","San Francisco","840 Battery St",,37.799274,-122.400589
23882230,"Obscura Digital","San Francisco","729 Tennessee St",,37.762577,-122.389687
23882682,"Apcera HQ","San Francisco","140 New Montgomery, 15th Floor",,37.786613,-122.400002
23882893,"Macys.com","San Francisco","680 Folsom St, Suite 1200",,37.784245,-122.398453
23884528,"Regency Center","San Francisco","1300 Van Ness Avenue",,37.787693,-122.421707
23886338," HQ ","San Francisco","848 Battery Street",,37.799065,-122.40107
23890554,"TBD","San Francisco","TBD",,37.777119,-122.41964
23896619,"Procopio","Menlo Park","1020 Marsh Road, Suite #200 ",,37.479122,-122.185249
23903158,"WeWork FIDI","New York","85 BROAD ST",,40.625114,-74.078133
23903560,"Trulia","San Francisco","535 Mission, Suite 700",,37.789047,-122.398407
23908184,"Sen's Restaurant","San Francisco","4 Embarcadero Center",,37.795128,-122.396141
23909059,"www.tokbox.com/webinar","San Francisco","Hosted by TokBox",,37.777119,-122.41964
23910652,"The Stockroom","Raleigh","230 Fayetteville Street",,0,0
23911286,"Microsoft Store","Corte Madera","1640 Redwood Hwy",,37.929134,-122.514732
23912058,"Online Webinar","SF","https://tokbox.com/webinar",,0,0
23913254,"Taulia","San Francisco"," 201 Mission St #900",,0,0
23921321,"Google inc. ","Mountain View ","1565 Charleston Rd  Building 46  ",,37.419453,-122.082169
23922963,"BNY Mellon Innovation Center","Palo Alto","3495 Deer Creek Rd",,37.39423,-122.1478
23922966,"BNY Mellon Innovation Center","Palo Alto","3495 Deer Creek Road",,37.394012,-122.147896
23923211,"Interana","Redwood City","305 Walnut Street 3rd Floor",,37.49194,-122.222107
23925419,"NoRedInk's SoMa Office","San Francisco","350 Brannan St",,37.781021,-122.393532
23926078,"Oregon Convention Center","Portland","777 Ne M L King Blvd",,45.528889,-122.661858
23927972,"Blizzard","San Francisco","1145 Market Street, 8th Floor",,37.77935,-122.413246
23935438,"CrowdFlower Office","San Francisco","2111 Mission Street, Suite 302 ",,37.762924,-122.419418
23937168,"The Willows","San Francisco","1582 Folsom St",,37.770981,-122.414925
23949772,"NetApp Gymnasium Building 8","Sunnyvale ","1375 Crossman Ave. ",,37.41408,-122.01034
23950283,"General Assembly","San Francisco","225 Bush Street ",,37.790836,-122.401161
23950411,"Silicon Valley Capital Club","San Jose","50 W San Fernando St Ste 1700",,37.334194,-121.889427
23952083,"Risk Management Solutions","Newark","7575 Gateway Blvd",,37.541218,-122.060173
23953174,"AWS Loft","San Francisco","925 Market Street",,37.783287,-122.408424
23953894,"Chegg","San Francisco","301 Howard St., Suite 500",,37.789497,-122.394264
23954759,"The OutCast Agency","San Francisco","100 Montgomery",,37.790344,-122.401848
23956249,"Geekdom/Rackspace","San Francisco","620 Folsom St. #100",,37.785271,-122.397583
23960017,"Leanplum Penthouse Floor","94103","1550 Bryant Street",,37.767563,-122.41114
23961822,"Cloudera","San Francisco","433 California Street",,37.792686,-122.401665
23964432,"Okta","San Francisco","301 Brannan Street, 1st Floor",,37.781425,-122.392143
23970862,"Netflix Theater Building A","Los Gatos","100 Winchester Circle",,37.25959,-121.962646
23971402,"Online","San Francisco","Registration link below",,37.777119,-122.41964
23980212,"Workshop Cafe","San Francisco","180 Montgomery St",,37.790688,-122.402245
23981435,"Twitter","San Francisco","1355 Market St # 900",,37.777092,-122.41684
23988816,"Avi Networks ","Santa Clara","5155 Old Ironsides Drive, #100",,37.404995,-121.980087
23992618,"Actian Corporation","Redwood City","500 Arguello Street ",,37.487762,-122.2332
23995484,"55 Parc","San Francisco"," 55 Cyril Magnin St",,37.784878,-122.408966
23995651,"Le Colonial","San Francisco","721 Sutter Street",,37.788712,-122.412308
23996514,"Hyatt Regency San Francisco","San Francisco","5 Embarcadero Ctr",,37.794037,-122.396095
23999834,"Location and tickets at:","San Francisco","https://vip-networking-party-08-07-2015.eventbrite.com?aff=sm",,0,0
24005100,"Galvanize San Francisco, CA","San Francisco","44 Tehama St.",,37.787365,-122.39651
24006622,"District Hall","Boston","75 Northern Ave",,42.351894,-71.044174
24006641,"OFFSITE","New York","52 W 39th St",,40.752346,-73.984665
24006658,"OFFSITE Chicago","Chicago","560 W Washington Blvd",,41.883427,-87.642082
24006685,"Wash Park Studio","Denver","900 S. Pearl Street",,39.700115,-104.980072
24006695,"Vuka","Austin","411 West Monroe",,30.248865,-97.753822
24007214,"Facebook Building 10","Menlo Park","1 Hacker Way",,37.482975,-122.150291
24009087,"Dev BootCamp","San Francisco","633 Folsom Street, 6th Floor",,37.783627,-122.397682
24018492,"Netflix","Los Gatos","121 Albright, Bldg. E ",,37.257069,-121.964424
24026318,"Mulford Hall, Room 159","Berkeley","UC Berkeley",,37.87276,-122.26425
24033301,"WeWork","San Francisco","535 Mission St",,37.789047,-122.398407
24039160,"St. Francis Yacht Club ","San Francisco","99 Yacht Road ",,37.807587,-122.443886
24042563,"Eventbrite","San Francisco","155 5th St",,37.782848,-122.404968
24043122,"Location & tickets at the link below:","San Francisco","https://vip-party-09-11-15.eventbrite.com",,0,0
24043557,"The Fish Market of San Mateo","San Mateo ","1855 South Norfolk Street ",,37.55529,-122.292862
24048428,"Bloomberg Tech Hub","San Francisco","140 New Montgomery, 22nd Floor",,37.786613,-122.400002
24052944,"Makers Academy Sweden","Gothenburg","Stena Center - Holtemansgatan 1",,57.690395,11.971826
24057785,"Visa Inc. (Headquarters)","Foster City","900 Metro Center Blvd",,37.559784,-122.276306
24063043,"Plug and Play Tech Center","Sunnyvale","440 N Wolfe Rd",,37.383389,-122.013336
24063755,"LinkedIn SF R&D Office","San Francisco","505 Howard St., 3rd floor",,37.787991,-122.396103
24068545,"if(we)","San Francisco","848 Battery Street",,37.799065,-122.40107
24068946,"Ligne Roset","San Francisco","162 King Street",,37.778831,-122.391212
24069388,"Twitter","94103","1355 Market Street",,37.776741,-122.416374
24072022,"Meetup location","Mountain View","282 Castro st",,37.392941,-122.079765
24077889,"Couchbase Inc ","Mountain View","2440 W El Camino Real #101 ",,37.399284,-122.107796
24079832,"Galvanize","San Francisco","44 tehama street",,37.787495,-122.39653
24080249,"Pier 27","San Francisco","The Embarcadero",,37.799263,-122.397675
24080910,"LinkedIn - San Francisco Office","San Francisco","1 Montgomery St.",,37.789261,-122.402245
24084530,"Twitter","San Francisco","875 Stevenson Street",,37.776291,-122.416245
24085430,"Microsoft","San Francisco","680 Folsom, Ground Floor",,37.774929,-122.419418
24085896,"MariaDB @ Bootup Ventures","Menlo Park","68 Willow Rd",,37.452232,-122.166214
24086634,"Capital One","San Francisco","201 3rd Street, floor 5",,37.785004,-122.4002
24092001,"Thoughtworks","San Francisco","814 Mission St",,37.784348,-122.404892
24092926,"6sense Headquarters","San Francisco","47 Lusk Street San Francisco, CA 94107",,37.778385,-122.394188
24099257,"LinkedIn Headquarters","Mountain View","2029 Stierlin Ct",,37.423344,-122.070694
24100235,"1920c Event Space","San Francisco","950 Grant Ave, 2nd floor",,37.795692,-122.406517
24101558,"if(we)","San Francisco","848 Battery Street",,37.799335,-122.401207
24108108,"Keen.io","San Francisco","1458 Howard St. @ 12th",,37.773678,-122.415352
24109198,"Make School","San Francisco","1547 Mission St",,37.773529,-122.417831
24110015,"Philz Coffee","San Mateo","113 B Street ",,37.56694,-122.323715
24112006,"Metis","San Francisco","633 Folsom Street, 6th Floor",,37.784634,-122.397415
24112904,"Location & tickets at the link below:","San Francisco","https://vip-party-10-02-15.eventbrite.com",,37.774929,-122.419418
24114203,"Powerhouse","Oakland","426 17th St #700",,37.80669,-122.269035
24115391,"Virtual Meetup","San Francisco","www.dezyre.com",,37.774929,-122.419418
24123147,"BlackRock","San Francisco","400 Howard St, San Francisco, CA 94105",,37.789158,-122.395882
24124217,"New Relic","San Francisco","188 Spear St",,37.791447,-122.392967
24124753,"WeWork - Transbay ","San Francisco","535 Mission Street 14th Floor",,37.788841,-122.398132
24126913,"Meltwater","San Francisco","225 Bush St., 10th floor",,37.79084,-122.401283
24134120,"Microsoft's New Community Space in SF","San Francisco","680 Folsom Street",,37.784557,-122.398567
24136201,"Capital One","San Francisco","201 3rd Street",,37.785004,-122.4002
24136266,"https://attendee.gotowebinar.com/register/7046559285314578689","San Francisco","Go To Webinar",,37.774929,-122.419418
24138322,"Autodesk Gallery","San Francisco","One Market Street - Second Floor",,37.789253,-122.401428
24139295,"WeWork Golden Gate ","San Francisco","25 Taylor st",,37.78257,-122.411148
24142184,"Prosper","San Francisco","221 Main Street, Suite 300",,37.790413,-122.392059
24146223,"Opal night club","Mountain view","251 Castro st",,37.393112,-122.079063
24147741,"MuleSoft","San Francisco","77 Geary Street ",,37.787666,-122.404793
24151407,"NHow Hotel","Berlin","Stralauer Allee 3",,52.501106,13.450851
24151634,"Manuel's Tavern","Atlanta","602 North Highland Avenue Northeast, Atlanta, GA 30307",,33.770737,-84.35276
24151760,"LB Steak Santana Row","San Jose","334 Santana Row #1000",,37.322254,-121.94722
24153691,"Location & tickets at the link below:","Mountain View","http://vip-halloween-10-30-2015.eventbrite.com",,37.386051,-122.083855
24154109,"Medallia","Palo Alto","395 Page Mill Rd #100",,37.425484,-122.139191
24154230,"Yahoo","San Francisco","110 5th St (at Mission St)",,37.782074,-122.405968
24154265,"501 2nd Street ","San Francisco","Suite 310",,37.721512,-122.479736
24160582,"La Esquelita Elementary School","Oakland","1050 2nd Avenue ",,37.796276,-122.25869
24165260,"H2O.ai Headquarters","Mountain View","2307 Leghorn Street",,37.418766,-122.09565
24167024,"HotelTonight","San Francisco"," 901 Market Street, ste. 310",,37.78352,-122.408112
24167169,"Sitecore","Sausalito","2320 Marinship Way",,37.864498,-122.49707
24167905,"Runway Incubator","San Francisco","1355 Market St., #488",,37.776741,-122.416374
24167952,"YouTube","Tokyo","MidoNet Channel",,35.709026,139.731995
24173535,"Location and tickets at:","Menlo Park","http://saad-khan-11-05-15.eventbrite.com",,37.452961,-122.181725
24180881,"General Assembly San Francisco","San Francisco","5th Flr, 225 Bush Street",,37.79084,-122.401283
24185146,"Oakstop","Oakland","1721 Broadway Suite 201",,37.807014,-122.269745
24186016,"Smartnews","San Francisco","144 Second St., 2nd Floor",,37.787262,-122.399216
24186072,"Heroku HQ","San Francisco","650 7th St.",,37.772072,-122.402344
24191146,"Intuit","Mountain View","2750 Coast Ave",,37.429844,-122.096298
24192921,"AdRoll HQ","San Francisco","972 Mission St, 1st Floor",,37.781673,-122.408409
24193320,"Detati ","Sunnyvale","265 Caspian Drive ",,37.413616,-122.013794
24193523,"iHangar","San Francisco","3601 Lyon St",,37.803947,-122.448555
24193619,"DevNetwork Offices","San Francisco","599 3rd Street, unit 201",,37.780407,-122.394302
24193676,"WeWork Mid-Market","San Francisco","995 Market Street",,37.782188,-122.409927
24199683,"Microsoft Reactor","San Francisco","680 Folsom Street ",,37.784557,-122.398567
24203176,"WeWork ","San Francisco","25 Taylor Street ",,37.78257,-122.411148
24205075,"Baidu Research (note new address!)","Sunnyvale","1195 Bordeaux Drive",,37.409302,-122.02388
24212846,"WeWork Mid-Market","San Francisco, 94102","2nd Floor, 995 Market Street",,37.782356,-122.410141
24216675,"The Batchery","Berkeley","2036 Bancroft Way",,37.867439,-122.268867
24219003,"Paxata Offices","Redwood City","811 Hamilton, Suite 201 ",,37.48608,-122.229881
24220179,"Medalia","Palo Alto","395 Page Mill Rd Ste 100",,37.425484,-122.139191
24220683,"WalkMe","San Francisco","22 4th St, Floor 14",,37.784943,-122.405533
24224393,"Galvanize","San Francisco","44 Tehama St, San Francisco, CA 94105",,37.787495,-122.39653
24225284,"Slack HQ","San Francisco","155 5th St",,37.78241,-122.405373
24226958,"Folsom Reactor","San Francisco","680 Folsom St",,37.784557,-122.398567
24231049,"Galvanize","San Francisco","44 Tehama St",,37.787495,-122.39653
24235310,"101 Morgan","Berkeley","UC Berkeley Campus",,37.882587,-122.26386
24236373,"CloudFlare","San Francisco","101 Townsend Street",,37.780224,-122.39059
24238405,"Infuse.us","San Francisco","1 Hallidie Plaza",,37.78409,-122.40868
24242207,"Metromile HQ","San Francisco","690 Folsom St Suite 200",,37.784184,-122.398964
24247803,"Teridion","San Francisco","300 Brannan Street, Suite 101 ",,37.781841,-122.392593
24251292,"Capital One","94103","201 3rd Street, 6th floor, San Francisco ",,37.785069,-122.399872
24258284,"WeWork Transbay","San Francisco","535 Mission St",,37.788891,-122.398102
24266550,"Upwork","San Francisco","475 Brannan Street, Suite 430",,37.778614,-122.39534
24270191,"Pending","San Francisco","Pending",,37.774929,-122.419418
24275469,"Engine Yard/Deis","San Francisco","1035 Market Street, Suite 550",,37.78125,-122.410873
24275616,"Founders Floor ","San Jose"," 2 N. 1st St.  (5th Floor)",,37.336525,-121.890488
24283505,"Slack Headquarters","San Francisco","155 5th St",,37.782379,-122.405228
24285604,"Groupon Palo Alto","Palo Alto","220 Portage Avenue",,37.424091,-122.136147
24287896,"wework berkeley","Berkeley","2120 university st",,37.871986,-122.267502
24288322,"Capital One","San Francisco","201 Third Street, 6th floor",,37.785069,-122.399872
24288349,"Hewlett Packard Enterprise","Sunnyvale","1140 Enterprise Way",,37.410294,-122.036461
24289203,"Library Bar (Inside Hotel Rex)","San Francisco","562 Sutter Street",,37.789337,-122.409767
24290392,"http://dtd.analyticsweek.com/","Online","http://dtd.analyticsweek.com/",,36.778259,-119.417931
24291834,"Uber HQ","San Francisco","1455 Market St",,37.77523,-122.417526
24297100,"The Reactor","San Francisco","680 Folsom",,37.784557,-122.398567
24302192,"Fairmont Hotel","San Francisco","50 Mason St.",,37.784107,-122.40905
24302574,"Research and Innovation Center – Palo Alto ","Palo Alto","3200 Hillview Ave ",,37.408375,-122.147209
24305617,"Symantec","Mountain View","350 Ellis St",,37.397038,-122.05394
24306874,"Port Workspaces - Kaiser Mall","Oakland","344 Thomas Berkeley (in Oakland)",,37.804363,-122.271111
24308126,"The Shops at Tanforan - Barnes & Noble","San Bruno","1150 El Camino Real #277",,37.636364,-122.417938
24313940,"Tan Hall, Room 0180","Berkeley","UC Berkeley Campus",,37.873158,-122.2564
24314396,"IBM STC","San Francisco","425 Market Street",,37.791187,-122.398308
24314587,"Gray Area's Art and Technology Theater","San Francisco","2665 Mission St.",,37.754391,-122.418503
24315959,"Ancestry.com","San Francisco","153 Townsend, Suite 800",,37.77948,-122.391548
24316594,"Parisoma","San Francisco","169 11th Street",,37.773624,-122.415878
24317413,"Galvanize","San Francisco","44 Tehama St",,37.787495,-122.39653
24318705,"Benicia Senior Center","Benicia","187 East L Street",,38.053223,-122.153839
24318966,"Imgix","San Francisco","423 Tehama St",,37.780479,-122.404945
24319219,"Docker HQ","San Francisco","144 Townsend St",,37.780151,-122.391991
24319776,"SAP Labs - Building 1 - Cafe","Palo Alto","3410 Hillview Avenue",,37.398811,-122.146484
24326635,"Capital One","San Francisco","201 3rd St, 5th Floor",,37.785069,-122.399872
24326758,"Deco Software","San Francisco","1547 Mission St",,37.773495,-122.417793
24329228,"LinkedIn Mountain View","mountain view"," 2025 Stierlin Crt",,37.422867,-122.072578
24333503,"San Jose Convention Center, Room LL21 E/F","San Jose","150 W San Carlos St",,37.32972,-121.889633
24335453,"Jones","San Francisco","620 Jones Street",,37.787178,-122.412987
24335530,"Earnest","San Francisco","1455 Market Street, 18th Floor",,37.77523,-122.417526
24340624,"TIBCO Mashery Office","San Francisco","717 Market Street",,37.786861,-122.403694
24341495,"DataTorrent Inc","San Jose","2833 Junction Ave, Suite 200",,37.396217,-121.926888
24344044,"Online at https://goo.gl/GQsv6n","San Francisco","From your computer",,37.774929,-122.419418
24356176,"Stitch Labs","San Francisco","489 Clementina St",,37.779171,-122.405746
24359832,"Computer Futures","San Francisco","1 Sansome Street, Floor 39",,37.790321,-122.401329
24364213,"Valley Life Sciences Building, Room 2070","Berkeley","UC Berkeley Campus",,37.871487,-122.2622
24364250,"Mulford Hall, Room 0159","Berkeley","UC Berkeley Campus",,37.872616,-122.264496
24364250,"Mulford Hall, Room 0159","Berkeley","UC Berkeley Campus",,37.872677,-122.26455
24364250,"Mulford Hall, Room 0159","Berkeley","UC Berkeley Campus",,37.872692,-122.26455
24364888,"Tibco","Palo Alto","3303 Hillview Avenue ",,37.407162,-122.144203
24375664,"Peerlyst HQ","San Francisco","715 Bryant Street",,37.777287,-122.40049
24378382,"Arimo","Mountain View","5th floor, 888 Villa St",,37.394264,-122.07988
24386083,"ZGC Innovation Center","Santa Clara"," 4500 Great America Pkwy,",,37.395042,-121.978424
24388247,"Illumio","Sunnyvale","160 San Gabriel Drive",,37.376705,-122.015266
24392685,"Four Seasons Silicon Valley – Ballroom B","East Palo Alto","2050 University Avenue",,37.460384,-122.142204
24397745,"AppLovin's Office","San Francisco","640 2nd St.",,37.78109,-122.391708
24399733,"Galvanize","San Francisco","44 Tehama",,37.787495,-122.39653
24401093,"Udemy Office","San Francisco","600 Harrison 3rd Floor",,37.784126,-122.395828
24403001,"Apcera","San Francisco","140 New Montgomery Street Suite 1500",,37.786667,-122.399994
24404959,"Google","San Francisco","345 Spear St.",,37.790051,-122.39019
24406343,"Capital One","San Francisco","201 3rd St",,37.785069,-122.399872
24408441,"AdRoll","San Francisco","972 Mission St, San Francisco, CA 94103",,37.781704,-122.408409
24413832,"Oracle","San Francisco","475 Sansome St #15",,37.794575,-122.401939
24414982,"Nexient","Fremont","7707 Gateway Boulevard ",,37.53963,-122.06397
24414982,"Nexient","Fremont","7707 Gateway Boulevard ",,37.539631,-122.063972
24417997,"StitchFix, One Montgomery Tower","San Francisco","120 Kearny St. Suite 1200",,37.789307,-122.403358
24419728,"Webcast","Fremont","Online",,37.548271,-121.988571
24419731,"Webcast","Fremont","Online",,37.548271,-121.988571
24419742,"Webcast","Fremont","Onle",,37.341694,-122.071312
24419859,"Webcast","Fremont","Online",,37.548271,-121.988571
24420241,"Webcast","Fremont","Online",,37.548271,-121.988571
24420279,"Webcast","Fremont","Online",,37.548271,-121.988571
24422224,"Netflix Building D","Los Gatos","131 Albright Way",,37.257816,-121.963867
24424172,"Webcast","Fremont","Online",,37.548271,-121.988571
24424578,"Eventbrite","San Francisco","Eventbrite",,37.774929,-122.419418
24430064,"San Francisco Chronicle building, Suite 306","San Francisco","901 Mission Street",,37.782158,-122.406586
24441272,"LinkedIn","Sunnyvale","580 North Mary Avenue",,37.392513,-122.036743
24446805,"Talener SF","San Francisco","100 Pine St., Ste 2450",,37.792625,-122.398994
24447201,"Genesys","Daly City","7th floor, 2001 Junipero Serra blvd",,37.701267,-122.470123
24448724,"Online","San Francisco","Online",,37.774929,-122.419418
24452743,"BlazeMeter ","Palo Alto","2390 El Camino Real",,37.425034,-122.14637
24454095,"Lyft HQ","San Francisco","2300 Harrison",,37.760376,-122.413223
24459848,"Sony Interactive Entertainment","San Francisco","400 2nd Street",,37.78389,-122.395241
24462292,"Innowest","Sunnyvale","764 San Aleso Ave",,37.395329,-122.026817
24467273,"Bitnami","San Francisco","650 Mission Street Floor 2",,37.787273,-122.401123
24468000,"Galvanize","San Francisco","44 Tehama Street",,37.787601,-122.396645
24469929,"Pandora SF","San Francisco","1550 Bryant St",,37.767536,-122.411186
24469953,"Pandora","San Francisco","1550 Bryant St.",,37.767536,-122.411186
24471293,"Zendesk","San Francisco","1019 Market St",,37.781563,-122.410431
24487015,"Netflix","Los Gatos","121 Albright Way",,37.257069,-121.964424
24487604,"Netflix","Los Gatos","121 Albright Way",,37.257069,-121.964424
24489188,"Clover Health","San Francisco"," 6th floor, 22 4th St",,37.784813,-122.405617
24491118,"Coupa Cafe","Palo Alto","111 Lytton Avenue",,37.444405,-122.165184
24498114,"1-Page","San Francisco","233 Post St., 6th Floor",,0,0
24498782,"Google San Francisco","San Francisco","345 Spear St, 7th floor",,37.790051,-122.39019
24504526,"Samsung Research America","Mountain View","665 Clyde Avenue",,37.401886,-122.047546
24511834,"Marines Memorial Theater","San Francisco","609 Sutter",,0,0
24514533,"TIBCO Software, Building 2","Palo Alto","3301 Hillview Avenue",,37.408142,-122.143555
24515064,"Netflix","Los Gatos"," 121 Albright Way",,37.257069,-121.964424
24523173,"Vault 8 @ Capital One","San Francisco","201 3rd Street, Floor 5",,37.785069,-122.399872
24525321,"h2o.ai","Mountain View","2307 Leghorn St",,37.418701,-122.095634
24526308,"App Dynamics","San Francisco","303 2nd St",,37.785233,-122.395691
24539169,"Patrick Hays Learning Center","Sacramento","2700 Gateway Oaks Drive",,0,0
24543346,"Paxata Headquarters (new!)","Redwood City","305 Walnut Street","(2nd flr of Evernote Bldg)",37.49209,-122.22235
24551422,"The Kentucky Center","Louisville","501 W Main St",,38.257534,-85.759041
24553920,"Folsom tap House","Folsom","25005 Blue Ravine Rd ",,38.688431,-121.123718
24555622,"Opendoor","San Francisco","116 New Montgomery St, Suite 720",,0,0
24556703,"Ruby Skye Theater","San Francisco","420 Mason Street",,37.787567,-122.409592
24557470,"Broadcast","San Francisco","Hangouts on Air",,37.774929,-122.419418
24559931,"a16z","Menlo Park","2865 Sand Hill Rd",,37.419731,-122.214241
24564083,"ServiceRocket HQ","Palo Alto","2741 Middlefield Road","Suite 200",37.433456,-122.12878
24568292,"AT&T Park","San Francisco","24 Willie Mays Plaza",,37.778534,-122.389481
24568797,"Close5","San Francisco","199 Fremont St, 4th floor",,37.789951,-122.394753
24570236,"Online","San Francisco","Online",,37.774929,-122.419418
24576682,"AT&T Park","San Francisco","24 Willie Mays Plaza",,37.778534,-122.389481
24581652,"Global Online Hackathon","Any City","Any Street",,36.778259,-119.417931
24584566,"AT&T Park","San Francisco","24 Willie Mays Plaza",,37.778534,-122.389481
24585721,"Entelo","San Francisco","123 Mission St. ",,37.791832,-122.394432
24593285,"Twitter HQ","San Francisco","1 10th St, 2nd Floor",,37.776775,-122.41642
24593353,"Cooper","San Francisco","85 2nd Street, 8th Floor",,37.788513,-122.39994
